"Product Name","Category","Material Type","Style","Description","Available Sizes","Color Variants Count","Color Variants","Color Variants Detailed","Swatch Image URLs","Lifestyle / Room Image URLs","Price"
"St Tropez","","Ceramic Wall","HA NDMA DE","Bold colors in a handmade look that will add a Mediterranean feel to any design. Add a pop of color and distinct style to your living spaces with our St. Tropez collection.","5""x5""; 2.5""x5""","6","Gris | Blanco | Azul | Bronce | Coral | Verde","Gris [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/st-tropez__gris__1.png] | Blanco [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/st-tropez__blanco__1.png] | Azul [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/st-tropez__azul__1.png] | Bronce [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/st-tropez__bronce__1.png] | Coral [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/st-tropez__coral__1.png] | Verde [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/st-tropez__verde__1.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/st-tropez__gris__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/st-tropez__blanco__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/st-tropez__azul__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/st-tropez__bronce__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/st-tropez__coral__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/st-tropez__verde__1.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/st-tropez__lifestyle__1.jpg",""
"Statuary","","Matte & Polished Porcelain","MA RBLES","Statuary, the spirit of marble. A contemporary take on natural Italian marble setting new standards in styles and trends whilst conserving all its prestige and quality. A faithful ceramic adaptation of the marble par excellence. The same texture, the same aesthetic effect, but with more design input and enhanced functionality.","35""x35"" R; 24""x24"" R; 24""x48"" R","2","Statuary UP | Statuary PO","Statuary UP [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/statuary__statuary-up__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/statuary__statuary-up__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/statuary__statuary-up__3.png] | Statuary PO [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/statuary__statuary-po__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/statuary__statuary-po__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/statuary__statuary-po__3.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/statuary__statuary-up__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/statuary__statuary-up__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/statuary__statuary-up__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/statuary__statuary-po__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/statuary__statuary-po__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/statuary__statuary-po__3.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/statuary__lifestyle__1.jpg",""
"Statuary Wall","","Ceramic Wall","MA RBLES","","4""x10""; 3""x6""; 6""x18""; 3""x12""","1","Statuary","Statuary [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/statuary-wall__statuary__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/statuary-wall__statuary__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/statuary-wall__statuary__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/statuary-wall__statuary__4.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/statuary-wall__statuary__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/statuary-wall__statuary__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/statuary-wall__statuary__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/statuary-wall__statuary__4.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/statuary-wall__lifestyle__1.jpg",""
"Stone Basel","","Glazed Porcelain","STONES","Stone Basel replicates the soft touch of volcanic rock polished by water and its texture under light in a porcelain proposal for both floor and wall. This collection is ideal for those who seek perfection and take care of every detail.","24""x48"" R; 12""x24"" R","3","Caliza | Gris | Grafito","Caliza [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/stone-basel__caliza__1.png] | Gris [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/stone-basel__gris__1.png] | Grafito [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/stone-basel__grafito__1.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/stone-basel__caliza__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/stone-basel__gris__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/stone-basel__grafito__1.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/stone-basel__lifestyle__1.jpg",""
"Tegel","","Ceramic Wall","HA NDMA DE","The Tegel collection merges traditional and modern contemporary, vibrant graphics. These luxurious tiles transform spaces into visually stunning displays, blending timeless charm with modern design flair.","3""x6""","4","Off White | Terra | Forest | Taupe","Off White [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/tegel__off-white__1.png] | Terra [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/tegel__terra__1.png] | Forest [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/tegel__forest__1.png] | Taupe [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/tegel__taupe__1.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/tegel__off-white__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/tegel__terra__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/tegel__forest__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/tegel__taupe__1.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/tegel__lifestyle__1.jpg",""
"Terranova","","Glazed Porcelain","STONES","The natural elegance of an intense black and the satin touch of slate. This collection evokes the eroded effect of natural stone plus the unalterable performance of porcelain. Perfect for interiors that aim to be a refuge where everyone feels at home.","24""x48"" R; 12""x24"" R","1","Negro","Negro [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/terranova__negro__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/terranova__negro__2.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/terranova__negro__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/terranova__negro__2.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/terranova__lifestyle__1.jpg; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/terranova__lifestyle__2.jpg",""
"Tissue","","Ceramic Wall","3 D - TEXTURES","A series that speaks for itself. With its wavy, organic reliefs and its white matte finish, Tissue is the perfect choice to bring continuity and elegance to your next project.","16""x48"" R","1","White","White [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/tissue__white__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/tissue__white__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/tissue__white__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/tissue__white__4.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/tissue__white__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/tissue__white__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/tissue__white__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/tissue__white__4.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/tissue__lifestyle__1.jpg; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/tissue__lifestyle__2.jpg",""
"Trevi","","Glazed Porcelain","STONES","Cut vein travertine re-defined. Our Trevi Collection is a soft and elegant interpretation of this stone. This collection comes in a single format with a neutral color palette.","12""x24""","3","Silver | Bianco | Almond","Silver [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/trevi__silver__1.png] | Bianco [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/trevi__bianco__1.png] | Almond [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/trevi__almond__1.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/trevi__silver__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/trevi__bianco__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/trevi__almond__1.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/trevi__lifestyle__1.jpg",""
"Unique Ground","","Glazed Porcelain","STONES","Accurately reproduces the Italian stone “Ceppo di Gre” with large pebbles and mineral sediments embedded in its surface. The Unique Ground series, along with its neutral and chromatic hues, is elegant and sophisticated.","24""x48"" R","2","Bone | Gray","Bone [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/unique-ground__bone__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/unique-ground__bone__2.png] | Gray [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/unique-ground__gray__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/unique-ground__gray__2.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/unique-ground__bone__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/unique-ground__bone__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/unique-ground__gray__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/unique-ground__gray__2.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/unique-ground__lifestyle__1.jpg",""
"Venato","","Matte & Polished Porcelain","MA RBLES","The Statuario Venato series is inspired by this precious and timeless Italian marble, with veins in shades of gray that run longitudinally through its pieces. Available in polished and matte finishes, HD printing brings this porcelain to life with its realism, elegance and contemporary character.","24""x48"" R; 12""x24"" R","1","White","White [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/venato__white__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/venato__white__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/venato__white__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/venato__white__4.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/venato__white__5.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/venato__white__6.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/venato__white__7.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/venato__white__8.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/venato__white__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/venato__white__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/venato__white__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/venato__white__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/venato__white__5.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/venato__white__6.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/venato__white__7.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/venato__white__8.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/venato__lifestyle__1.jpg",""
"Weston","","Glazed Ceramic","MA RBLES","A Mesmerizing Hybrid of Marble’s Elegance and Stone’s Strength. Experience a unique textural journey, elevating spaces with timeless sophistication.","12""x24""; 17""x17""; 13""x13""","4","White | Beige | Brown | Gray","White [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/weston__white__1.png] | Beige [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/weston__beige__1.png] | Brown [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/weston__brown__1.png] | Gray [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/weston__gray__1.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/weston__white__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/weston__beige__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/weston__brown__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/weston__gray__1.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/weston__lifestyle__1.jpg",""
"Wind","","Ceramic Wall","3 D - TEXTURES","The Wind series presents longitudinal reliefs at different heights, inspired by the dynamics of the wind. Available in a white matte finish, it brings sophistication to projects of any style.","16""x48"" R","1","White","White [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/wind__white__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/wind__white__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/wind__white__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/wind__white__4.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/wind__white__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/wind__white__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/wind__white__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/wind__white__4.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/wind__lifestyle__1.jpg; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/wind__lifestyle__2.jpg",""
"Winter","","Ceramic Wall","HA NDMA DE","The Winter collection replicates the neutral tones of concrete in a bright, wavy and irregular surface, creating a handmade look that will warm up any space.","8""x24""","3","Blanco | Beige | Gris","Blanco [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/winter__blanco__1.png] | Beige [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/winter__beige__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/winter__beige__2.png] | Gris [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/winter__gris__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/winter__gris__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/winter__gris__3.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/winter__blanco__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/winter__beige__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/winter__beige__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/winter__gris__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/winter__gris__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/winter__gris__3.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/winter__lifestyle__1.jpg",""
